0.0613942,2029.1159," W/m^2 per Tg BC,",Tg BC
-0.0040267,17946.6835, W/m^2 per Tg OC,Tg OC
1765,1990,,
1765,2723.6561,20895.4101,
1766,2730.8353,20925.8898,
1767,2738.0145,20956.3695,
1768,2745.1937,20986.8492,
1769,2752.3729,21017.3289,
1770,2759.5521,21047.8086,
1771,2766.7313,21078.2883,
1772,2773.9105,21108.7681,
1773,2781.0897,21139.2478,
1774,2788.2689,21169.7275,
1775,2795.4482,21200.2072,
1776,2802.6274,21230.6869,
1777,2809.8066,21261.1666,
1778,2816.9858,21291.6463
1779,2824.1650,21322.1260
1780,2831.3442,21352.6058
1781,2834.1502,21364.5189
1782,2836.9563,21376.4321
1783,2839.7623,21388.3453
1784,2842.5683,21400.2585
1785,2845.3744,21412.1717
1786,2848.1804,21424.0848
1787,2850.9864,21435.9980
1788,2853.7925,21447.9112
1789,2856.5985,21459.8244
1790,2859.4046,21471.7375
1791,2859.2553,21471.1038
1792,2859.1060,21470.4701
1793,2858.9567,21469.8364
1794,2858.8075,21469.2026
1795,2858.6582,21468.5689
1796,2858.5089,21467.9352
1797,2858.3597,21467.3014
1798,2858.2104,21466.6677
1799,2858.0611,21466.0340
1800,2857.9119,21465.4003
1801,2863.3385,21488.4394
1802,2868.7652,21511.4786
1803,2874.1918,21534.5178
1804,2879.6185,21557.5569
1805,2885.0452,21580.5961
1806,2890.4718,21603.6353
1807,2895.8985,21626.6744
1808,2901.3251,21649.7136
1809,2906.7518,21672.7528
1810,2912.1784,21695.7919
1811,2914.2712,21704.6771
1812,2916.3641,21713.5622
1813,2918.4569,21722.4474
1814,2920.5497,21731.3325
1815,2922.6425,21740.2177
1816,2924.7353,21749.1028
1817,2926.8281,21757.9879
1818,2928.9209,21766.8731
1819,2931.0137,21775.7582
1820,2933.1066,21784.6434
1821,2938.8989,21809.2352
1822,2944.6913,21833.8271
1823,2950.4837,21858.4190
1824,2956.2761,21883.0108
1825,2962.0685,21907.6027
1826,2967.8608,21932.1946
1827,2973.6532,21956.7864
1828,2979.4456,21981.3783
1829,2985.2380,22005.9701
1830,2991.0304,22030.5620
1831,2995.6217,22050.0547
1832,3000.2130,22069.5475
1833,3004.8043,22089.0402
1834,3009.3957,22108.5329
1835,3013.9870,22128.0257
1836,3018.5783,22147.5184
1837,3023.1697,22167.0111
1838,3027.7610,22186.5039
1839,3032.3523,22205.9966
1840,3036.9436,22225.4893
1841,3041.3036,22243.9997
1842,3045.6635,22262.5101
1843,3050.0235,22281.0205
1844,3054.3834,22299.5310
1845,3058.7434,22318.0414
1846,3063.1033,22336.5518
1847,3067.4633,22355.0622
1848,3071.8232,22373.5726
1849,3076.1832,22392.0830
1850,3080.5431,22410.5934
1851,3099.5952,22488.6652
1852,3118.6994,22567.2890
1853,3137.8559,22646.4646
1854,3157.0647,22726.1923
1855,3176.3257,22806.4718
1856,3198.2278,22889.5866
1857,3220.1899,22973.2752
1858,3242.2119,23057.5378
1859,3264.2939,23142.3744
1860,3286.4357,23227.7848
1861,3306.4057,23272.3544
1862,3326.3482,23316.8848
1863,3346.2630,23361.3759
1864,3366.1502,23405.8277
1865,3386.0097,23450.2402
1866,3414.1695,23517.1042
1867,3442.2906,23583.9099
1868,3470.3730,23650.6574
1869,3498.4167,23717.3468
1870,3526.4217,23783.9779
1871,3547.3624,23820.1911
1872,3568.2531,23856.4337
1873,3589.0939,23892.7058
1874,3609.8848,23929.0073
1875,3630.6257,23965.3382
1876,3654.3572,24004.7168
1877,3678.0319,24044.1274
1878,3701.6500,24083.5701
1879,3725.2114,24123.0448
1880,3748.7161,24162.5516
1881,3774.3402,24191.7804
1882,3799.9156,24221.0518
1883,3825.4422,24250.3658
1884,3850.9202,24279.7224
1885,3876.3495,24309.1216
1886,3909.8118,24342.2171
1887,3943.2108,24375.3616
1888,3976.5466,24408.5553
1889,4009.8191,24441.7982
1890,4043.0284,24475.0903
1891,4069.6524,24500.4187
1892,4096.2271,24525.7915
1893,4122.7525,24551.2089
1894,4149.2285,24576.6708
1895,4175.6552,24602.1772
1896,4214.2212,24639.6346
1897,4252.7166,24677.1684
1898,4291.1414,24714.7785
1899,4329.4955,24752.4649
1900,4367.7790,24790.2277
1901,4419.0346,24850.9053
1902,4469.9872,24911.7611
1903,4520.6368,24972.7949
1904,4570.9833,25034.0070
1905,4621.0269,25095.3971
1906,4660.8451,25134.8215
1907,4700.3784,25174.4842
1908,4739.6269,25214.3852
1909,4778.5905,25254.5245
1910,4817.2693,25294.9021
1911,4837.6285,25318.5317
1912,4858.0397,25342.3703
1913,4878.5029,25366.4178
1914,4899.0182,25390.6742
1915,4919.5856,25415.1395
1916,4913.7058,25160.9773
1917,4907.8459,24906.2070
1918,4902.0059,24650.8287
1919,4896.1858,24394.8422
1920,4890.3856,24138.2476
1921,4889.0067,23956.6997
1922,4887.4983,23775.4066
1923,4885.8603,23594.3684
1924,4884.0929,23413.5850
1925,4882.1960,23233.0565
1926,4831.9529,23213.2142
1927,4781.9364,23193.1620
1928,4732.1465,23172.9000
1929,4682.5831,23152.4282
1930,4633.2463,23131.7466
1931,4610.9894,23137.7324
1932,4588.7140,23143.6821
1933,4566.4200,23149.5959
1934,4544.1075,23155.4736
1935,4521.7764,23161.3154
1936,4551.0302,23187.6838
1937,4580.3086,23214.5242
1938,4609.6114,23241.8368
1939,4638.9386,23269.6215
1940,4668.2903,23297.8782
1941,4694.4445,23247.3406
1942,4720.4971,23196.7690
1943,4746.4482,23146.1636
1944,4772.2978,23095.5242
1945,4798.0458,23044.8509
1946,4777.6115,22992.3417
1947,4757.2193,22939.7086
1948,4736.8694,22886.9516
1949,4716.5616,22834.0707
1950,4696.2961,22781.0659
1951,4707.3055,22826.3730
1952,4718.3404,22871.7993
1953,4729.4007,22917.3449
1954,4740.4866,22963.0097
1955,4751.5979,23008.7938
1956,4810.5461,23195.9539
1957,4869.6373,23383.2336
1958,4928.8715,23570.6328
1959,4988.2487,23758.1515
1960,5047.7689,23945.7898
1961,5039.4477,24017.2654
1962,5030.8181,24088.6811
1963,5021.8800,24160.0368
1964,5012.6335,24231.3326
1965,5003.0786,24302.5684
1966,5072.8586,24642.2535
1967,5142.8785,24982.1649
1968,5213.1384,25322.3024
1969,5283.6383,25662.6662
1970,5354.3781,26003.2561
1971,5474.9367,26279.1419
1972,5596.7023,26553.0881
1973,5719.6749,26825.0947
1974,5843.8546,27095.1618
1975,5969.2413,27363.2892
1976,6117.0061,27699.6422
1977,6266.7305,28032.9041
1978,6418.4144,28363.0751
1979,6572.0578,28690.1551
1980,6727.6607,29014.1441
1981,6810.8066,29249.0046
1982,6892.7968,29482.1469
1983,6973.6312,29713.5713
1984,7053.3099,29943.2775
1985,7131.8327,30171.2656
1986,7187.6515,30772.9531
1987,7242.8954,31376.1749
1988,7297.5644,31980.9310
1989,7351.6585,32587.2214
1990,7405.1777,33195.0460
1991,7495.0881,33705.0772
1992,7585.1581,34212.1262
1993,7675.3875,34716.1930
1994,7765.7765,35217.2777
1995,7856.3251,35715.3801
1996,7831.1326,35639.8911
1997,7805.9018,35563.6786
1998,7780.6329,35486.7427
1999,7755.3257,35409.0833
2000,7729.9804,35330.7004
YEAR,BC Em,OC Em